,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,label
614,0.43005,0.103471,0.050955,0.040277,0.031817,0.025776,0.014952,0.008021,happiness
615,0.351104,0.095751,0.047795,0.040018,0.029381,0.023523,0.014628,0.007655,happiness
616,0.584836,0.10975,0.054959,0.044968,0.036172,0.02663,0.01615,0.008735,happiness
617,0.582288,0.102462,0.052266,0.044214,0.034943,0.025328,0.015375,0.008091,happiness
618,0.515438,0.104356,0.049104,0.03389,0.031355,0.02375,0.014326,0.008071,happiness
619,0.584471,0.120014,0.047114,0.035597,0.031292,0.019712,0.014882,0.008577,happiness
620,0.706317,0.136105,0.053955,0.03608,0.035859,0.019732,0.014207,0.008762,happiness
621,0.7836,0.129614,0.049988,0.035697,0.034931,0.022697,0.014596,0.008928,happiness
622,0.924697,0.128765,0.047783,0.033803,0.030945,0.021449,0.013572,0.008974,happiness
623,1.066642,0.122709,0.062341,0.028647,0.033648,0.023168,0.014437,0.008648,happiness
624,1.050321,0.1218,0.05888,0.028397,0.032837,0.022456,0.012324,0.008656,happiness
625,1.074743,0.119064,0.048122,0.026488,0.02992,0.020534,0.011263,0.007866,happiness
626,0.879625,0.123425,0.045004,0.027037,0.030451,0.020346,0.011926,0.008684,happiness
627,0.955051,0.138399,0.045645,0.028848,0.031677,0.022199,0.013308,0.009255,happiness
628,1.136765,0.138913,0.052223,0.030966,0.033638,0.025213,0.014988,0.010387,happiness
629,1.204908,0.143207,0.050755,0.030544,0.033019,0.025414,0.016962,0.009715,happiness
630,1.11191,0.19373,0.051103,0.024618,0.031937,0.027177,0.018968,0.010842,happiness
631,1.173001,0.256444,0.047735,0.022498,0.031666,0.02465,0.018619,0.011486,happiness
632,0.980733,0.261584,0.045554,0.022825,0.031936,0.023862,0.018875,0.011294,happiness
633,0.98001,0.25327,0.030711,0.022364,0.027616,0.020213,0.016933,0.01085,happiness
634,0.909653,0.246958,0.030257,0.022121,0.027547,0.019679,0.016499,0.010638,happiness
635,1.002183,0.25968,0.030864,0.022302,0.029813,0.021283,0.017356,0.011757,happiness
636,1.182743,0.262387,0.032324,0.018679,0.028968,0.024851,0.017018,0.011602,happiness
637,1.181317,0.255039,0.038196,0.01719,0.030177,0.024815,0.016676,0.012011,happiness
638,1.034336,0.24445,0.032563,0.017557,0.029968,0.022805,0.015504,0.011411,happiness
639,0.966569,0.21641,0.031638,0.016964,0.026704,0.020843,0.012551,0.010705,happiness
640,0.966763,0.155371,0.024951,0.017605,0.024284,0.017862,0.012613,0.008279,happiness
641,0.997116,0.12286,0.030118,0.018112,0.024677,0.018448,0.013135,0.008421,happiness
642,0.977313,0.120967,0.030424,0.0185,0.02517,0.019895,0.012848,0.009402,happiness
643,0.898141,0.115983,0.030987,0.018092,0.025376,0.020021,0.01255,0.009043,happiness
644,0.990334,0.12008,0.039607,0.019738,0.026243,0.022882,0.015216,0.009538,happiness
645,0.888713,0.106327,0.037464,0.019272,0.024594,0.021649,0.014221,0.008673,happiness
646,0.715552,0.086964,0.033168,0.018147,0.018287,0.015587,0.012694,0.007166,happiness
647,0.634874,0.078168,0.025793,0.017118,0.014976,0.01332,0.011349,0.006101,happiness
648,0.680671,0.084411,0.025691,0.01691,0.015645,0.013911,0.011829,0.006242,happiness
649,0.603495,0.08711,0.025594,0.015723,0.015642,0.013899,0.011538,0.006435,happiness
650,0.621886,0.079023,0.024904,0.012987,0.013672,0.013251,0.008835,0.006231,happiness
651,0.48252,0.063325,0.02171,0.014214,0.013611,0.014299,0.007433,0.006042,happiness
652,0.54054,0.08481,0.021678,0.015552,0.01353,0.014788,0.007675,0.005588,happiness
653,0.495549,0.092222,0.02199,0.015986,0.015618,0.016696,0.008387,0.00618,happiness
654,0.400273,0.107107,0.014038,0.017778,0.016766,0.017958,0.006943,0.007326,happiness
655,0.414915,0.10735,0.014168,0.018313,0.016302,0.017835,0.007337,0.007295,happiness
656,0.407779,0.127068,0.01507,0.019546,0.018494,0.019516,0.008075,0.008596,happiness
657,0.421986,0.129854,0.015018,0.022066,0.023052,0.022339,0.009399,0.009567,happiness
658,0.41544,0.137108,0.016988,0.020156,0.022175,0.021041,0.012961,0.009798,happiness
659,0.416433,0.137563,0.018164,0.020507,0.022603,0.021074,0.013102,0.009631,happiness
660,0.413739,0.137372,0.018723,0.022569,0.02413,0.023537,0.014851,0.010142,happiness
661,0.535101,0.118262,0.025291,0.019697,0.026118,0.025901,0.015515,0.009464,happiness
662,0.506401,0.09816,0.025091,0.020118,0.025837,0.026399,0.014737,0.008844,happiness
663,0.499302,0.098436,0.023992,0.019584,0.023594,0.024949,0.013879,0.008134,happiness
664,0.55264,0.094006,0.024199,0.016473,0.021149,0.021999,0.012873,0.006607,happiness
665,0.529395,0.100267,0.024101,0.016792,0.021615,0.022673,0.012652,0.006724,happiness
666,0.709753,0.087828,0.025578,0.017529,0.019816,0.021897,0.011782,0.005465,happiness
667,0.808955,0.121455,0.029717,0.019963,0.020891,0.02265,0.013149,0.00619,happiness
668,0.835891,0.133486,0.029329,0.022231,0.021403,0.025379,0.009987,0.005883,happiness
669,0.889809,0.135004,0.028454,0.022481,0.021226,0.025694,0.010036,0.005839,happiness
670,0.936547,0.152089,0.029035,0.022756,0.025253,0.026759,0.012667,0.007146,happiness
671,1.098442,0.248598,0.019732,0.024626,0.022622,0.03147,0.013413,0.007627,happiness
672,1.110141,0.271281,0.021143,0.022992,0.024342,0.030937,0.015687,0.008561,happiness
673,1.232845,0.299998,0.047463,0.033373,0.030007,0.034157,0.023009,0.009708,happiness
674,1.254343,0.293235,0.046697,0.033446,0.029826,0.033091,0.023547,0.009929,happiness
675,1.305705,0.316387,0.047079,0.034085,0.030701,0.0338,0.024569,0.009799,happiness
676,1.201247,0.321603,0.044552,0.033092,0.032871,0.033456,0.024836,0.009683,happiness
677,1.146977,0.368361,0.046196,0.033667,0.03142,0.032884,0.023656,0.009087,happiness
678,1.232131,0.355509,0.057178,0.040472,0.034344,0.035335,0.023454,0.010974,happiness
679,1.304202,0.371545,0.065383,0.044142,0.038579,0.039355,0.025797,0.012968,happiness
680,1.360667,0.399784,0.068047,0.042895,0.035094,0.039975,0.022168,0.011618,happiness
681,1.055828,0.306659,0.067889,0.040735,0.034068,0.029571,0.021347,0.010876,happiness
682,1.11261,0.285567,0.067345,0.040748,0.032607,0.02979,0.021557,0.011009,happiness
683,1.031221,0.282357,0.048326,0.030127,0.028451,0.029809,0.015235,0.010343,happiness
684,1.05175,0.316136,0.048533,0.034933,0.032554,0.031341,0.015356,0.011415,happiness
685,1.063905,0.342497,0.049231,0.03646,0.033646,0.032789,0.01543,0.011875,happiness
686,1.028903,0.344137,0.050642,0.03671,0.033897,0.033501,0.015963,0.012778,happiness
687,1.051328,0.269295,0.044911,0.035219,0.032437,0.032094,0.016118,0.013002,happiness
688,0.897721,0.262561,0.03126,0.029603,0.028295,0.027791,0.016337,0.011217,happiness
689,0.82794,0.252192,0.025771,0.028585,0.024938,0.025027,0.015592,0.010228,happiness
690,0.806917,0.224455,0.026374,0.028126,0.025764,0.022514,0.017298,0.010959,happiness
691,0.820983,0.227024,0.026382,0.028474,0.024604,0.023498,0.016549,0.011072,happiness
692,0.816868,0.232979,0.026605,0.027411,0.025166,0.021518,0.014765,0.010982,happiness
693,0.889958,0.224449,0.024907,0.029302,0.026396,0.021622,0.01456,0.011155,happiness
694,0.796201,0.181874,0.024574,0.023743,0.022115,0.019836,0.013537,0.009592,happiness
695,0.882996,0.173811,0.027311,0.022858,0.022803,0.021555,0.013657,0.0098,happiness
696,0.825137,0.181116,0.026555,0.024635,0.024664,0.024805,0.015002,0.010672,happiness
697,0.838149,0.175793,0.026412,0.020772,0.022114,0.023612,0.013445,0.00957,happiness
698,0.91077,0.178665,0.026083,0.020918,0.025322,0.024102,0.012852,0.009609,happiness
699,0.864056,0.175614,0.023073,0.017568,0.025077,0.022575,0.011203,0.008679,happiness
700,0.752863,0.156523,0.018307,0.016923,0.023103,0.020911,0.008766,0.00739,happiness
701,0.79387,0.152407,0.02192,0.02711,0.027614,0.020849,0.009976,0.008451,happiness
702,0.781178,0.145142,0.035764,0.033806,0.027289,0.021446,0.009799,0.008118,happiness
703,0.689801,0.133413,0.030865,0.034116,0.030257,0.018951,0.010472,0.007997,happiness
704,0.696528,0.135283,0.032214,0.04446,0.031211,0.021237,0.01152,0.009145,happiness
705,0.589944,0.088389,0.028837,0.043579,0.028443,0.016636,0.010451,0.008682,happiness
706,0.652131,0.083352,0.027692,0.041912,0.025291,0.014428,0.009463,0.007673,happiness
707,0.555427,0.081404,0.029873,0.046089,0.030466,0.017193,0.010607,0.008191,happiness
708,0.52295,0.073351,0.033646,0.045015,0.029794,0.01778,0.011416,0.008322,happiness
709,0.527578,0.088761,0.034738,0.051306,0.032789,0.018882,0.012064,0.008966,happiness
710,0.602357,0.115116,0.035769,0.051329,0.033313,0.022253,0.013603,0.010001,happiness
711,0.59546,0.117483,0.031516,0.041037,0.02929,0.021506,0.012404,0.008933,happiness
712,0.544558,0.147585,0.033589,0.035725,0.031674,0.022493,0.015338,0.008893,happiness
713,0.517154,0.133394,0.032913,0.03351,0.026092,0.021151,0.014154,0.008501,happiness
714,0.760521,0.143665,0.035398,0.024009,0.026304,0.021272,0.014475,0.0086,happiness
715,0.782647,0.178502,0.045004,0.025948,0.027449,0.023355,0.016074,0.009538,happiness
716,0.807963,0.173825,0.049052,0.02502,0.030006,0.02305,0.016452,0.009444,happiness
717,0.829757,0.191587,0.049343,0.023717,0.026998,0.020776,0.015839,0.010294,happiness
718,0.751128,0.201636,0.04722,0.025802,0.027216,0.023173,0.014778,0.010308,happiness
719,0.759252,0.190939,0.047104,0.023573,0.025819,0.023269,0.015074,0.010777,happiness
720,0.675758,0.173798,0.048171,0.026159,0.026263,0.0239,0.014739,0.010526,happiness
721,0.640054,0.188555,0.049865,0.027566,0.030821,0.025107,0.016872,0.010765,happiness
722,0.743759,0.156765,0.052746,0.032912,0.027335,0.024725,0.014023,0.011075,happiness
723,0.821981,0.157962,0.052894,0.032998,0.0273,0.025144,0.014151,0.011206,happiness
724,0.69738,0.147806,0.050108,0.032739,0.026381,0.023376,0.013146,0.010014,happiness
725,0.691949,0.114631,0.041941,0.029759,0.025382,0.021802,0.011397,0.008787,happiness
726,0.683091,0.102531,0.037307,0.028953,0.021811,0.020144,0.00992,0.008231,happiness
727,0.956276,0.095238,0.037263,0.027042,0.021608,0.021952,0.011432,0.007114,happiness
728,1.041169,0.086683,0.036713,0.034753,0.021557,0.021568,0.011625,0.006881,happiness
729,1.088899,0.076479,0.036512,0.031605,0.019113,0.020245,0.010684,0.005815,happiness
730,1.213114,0.088957,0.035327,0.029746,0.019935,0.018048,0.010242,0.005677,happiness
731,1.186846,0.07188,0.033433,0.028551,0.01512,0.01667,0.00803,0.005199,happiness
732,1.069773,0.083968,0.014257,0.022573,0.017082,0.017863,0.009064,0.004447,happiness
733,1.256885,0.087671,0.019039,0.027014,0.027052,0.020616,0.011761,0.00511,happiness
734,1.117016,0.084633,0.017928,0.02629,0.026589,0.019751,0.011327,0.004974,happiness
735,1.043894,0.079504,0.015177,0.02578,0.025743,0.018888,0.011044,0.004798,happiness
736,0.941038,0.077294,0.014949,0.025207,0.025036,0.018016,0.010741,0.004474,happiness
737,0.641045,0.063522,0.01235,0.023891,0.022762,0.015093,0.008422,0.00389,happiness
738,0.026666,0.016266,0.008138,0.007307,0.003459,0.003944,0.002627,0.001371,happiness
739,0.043133,0.022742,0.010002,0.008369,0.004128,0.004448,0.003179,0.001575,happiness
740,0.045152,0.027059,0.010269,0.010628,0.004611,0.004763,0.003407,0.001652,happiness
741,0.054227,0.028673,0.010582,0.011216,0.00491,0.005218,0.003456,0.001693,happiness
742,0.06328,0.033371,0.010987,0.012851,0.005177,0.005834,0.003581,0.001892,happiness
743,0.113824,0.042834,0.011758,0.013101,0.005567,0.007401,0.003953,0.002115,happiness
744,0.112179,0.043433,0.015782,0.012361,0.005605,0.007652,0.004066,0.002083,happiness
745,0.119784,0.042679,0.01899,0.011655,0.005687,0.007568,0.003158,0.001692,happiness
746,0.115917,0.038357,0.01722,0.010497,0.005104,0.006661,0.002569,0.001492,happiness
747,0.114783,0.041506,0.016931,0.009907,0.005263,0.006821,0.00286,0.001489,happiness
748,0.113814,0.041876,0.015936,0.009307,0.005134,0.006743,0.002864,0.001481,happiness
749,0.099411,0.038011,0.014561,0.009866,0.004748,0.006808,0.002757,0.001573,happiness
750,0.10831,0.042062,0.014917,0.008126,0.005451,0.007068,0.002663,0.001651,happiness
751,0.101887,0.041882,0.018202,0.008974,0.005563,0.008129,0.00285,0.001875,happiness
752,0.095051,0.039414,0.025667,0.007516,0.005873,0.00832,0.003132,0.001857,happiness
753,0.104358,0.033114,0.025813,0.009412,0.006766,0.007819,0.002967,0.001809,happiness
754,0.102853,0.030827,0.022055,0.009103,0.006574,0.007431,0.003002,0.001881,happiness
755,0.095465,0.027527,0.018049,0.009051,0.006982,0.007485,0.003049,0.001942,happiness
756,0.090557,0.028603,0.017437,0.010054,0.007174,0.007574,0.003259,0.001943,happiness
757,0.100442,0.02797,0.015749,0.009313,0.006748,0.006513,0.002777,0.001732,happiness
758,0.102909,0.026774,0.015628,0.010203,0.006669,0.00735,0.002625,0.001756,happiness
759,0.103394,0.029592,0.016863,0.009749,0.006608,0.007924,0.002342,0.001563,happiness
760,0.094357,0.025525,0.017202,0.011001,0.005532,0.008138,0.002596,0.001669,happiness
761,0.093393,0.027095,0.014335,0.011035,0.006031,0.007744,0.002676,0.001568,happiness
762,0.097457,0.027137,0.007127,0.013158,0.005952,0.007759,0.002706,0.001683,happiness
763,0.039683,0.028908,0.009115,0.01238,0.006063,0.007353,0.00295,0.001778,happiness
764,0.048798,0.031814,0.00899,0.012355,0.00541,0.007557,0.003056,0.001721,happiness
765,0.050864,0.035635,0.008406,0.011924,0.004806,0.007377,0.002886,0.001601,happiness
766,0.06582,0.045177,0.01219,0.012881,0.005135,0.007992,0.003139,0.001694,happiness
767,0.060958,0.05011,0.014382,0.015917,0.005825,0.008901,0.003655,0.0022,happiness
768,0.184593,0.063609,0.01736,0.016598,0.006068,0.008295,0.003918,0.002326,happiness
769,0.190321,0.060497,0.016045,0.016447,0.006294,0.00744,0.004218,0.002257,happiness
770,0.191839,0.057749,0.016047,0.015406,0.008413,0.007266,0.004433,0.002181,happiness
771,0.19547,0.061925,0.019039,0.019284,0.009837,0.007602,0.004453,0.002402,happiness
772,0.197948,0.064461,0.019236,0.019188,0.0101,0.008039,0.004463,0.00267,happiness
773,0.201758,0.067524,0.018834,0.02147,0.009918,0.008233,0.004442,0.002608,happiness
774,0.193177,0.066542,0.020697,0.023149,0.010771,0.008231,0.004198,0.002756,happiness
775,0.198751,0.072054,0.023323,0.026288,0.011514,0.010759,0.004528,0.003214,happiness
776,0.244093,0.075868,0.022118,0.025959,0.011791,0.01278,0.004639,0.003301,happiness
777,0.252681,0.07662,0.020303,0.023177,0.011974,0.012838,0.004764,0.002981,happiness
778,0.131612,0.067469,0.02321,0.022635,0.014155,0.013008,0.004924,0.003123,happiness
779,0.125379,0.072208,0.029796,0.022081,0.014494,0.01334,0.004872,0.003423,happiness
780,0.122793,0.072634,0.030016,0.021877,0.01365,0.013117,0.004851,0.003535,happiness
781,0.189484,0.070398,0.028541,0.019228,0.012295,0.013065,0.00555,0.003381,happiness
782,0.183504,0.067465,0.028407,0.017447,0.012289,0.013715,0.005707,0.002914,happiness
783,0.250856,0.069737,0.028233,0.015908,0.014006,0.014756,0.006109,0.002924,happiness
784,0.264689,0.070468,0.029726,0.014512,0.014857,0.017151,0.007042,0.003256,happiness
785,0.272859,0.062132,0.028729,0.011873,0.014351,0.01482,0.00674,0.002837,happiness
786,0.210916,0.050865,0.028411,0.011537,0.013564,0.012322,0.006859,0.002832,happiness
787,0.202241,0.042194,0.030839,0.013347,0.013135,0.012134,0.006585,0.002716,happiness
788,0.195136,0.03844,0.025448,0.012395,0.011146,0.012532,0.006336,0.002535,happiness
789,0.193967,0.036571,0.020398,0.013343,0.010579,0.012524,0.00619,0.002442,happiness
790,0.195345,0.037398,0.022385,0.014219,0.00983,0.013425,0.006296,0.002239,happiness
791,0.125337,0.035578,0.022643,0.012895,0.009365,0.0132,0.005649,0.002394,happiness
792,0.123224,0.036421,0.022353,0.014516,0.009269,0.012731,0.005688,0.002631,happiness
793,0.050727,0.028771,0.020446,0.013154,0.007314,0.012027,0.005241,0.002715,happiness
794,0.035061,0.029871,0.017891,0.014347,0.005912,0.009928,0.004555,0.00231,happiness
795,0.016908,0.031578,0.018647,0.0141,0.006716,0.010565,0.005291,0.002484,happiness
796,0.018225,0.030766,0.017788,0.014309,0.007343,0.01084,0.004949,0.002391,happiness
797,0.015384,0.031507,0.016056,0.012794,0.007456,0.010747,0.005223,0.002554,happiness
798,0.015853,0.034117,0.015509,0.014651,0.008447,0.011009,0.005313,0.002507,happiness
799,0.017418,0.030574,0.015587,0.013911,0.009589,0.011236,0.005743,0.002371,happiness
800,0.01776,0.028649,0.013898,0.014826,0.009679,0.010513,0.005973,0.002596,happiness
801,0.017829,0.028521,0.011781,0.014327,0.009819,0.009816,0.006617,0.002499,happiness
802,0.01858,0.026597,0.014238,0.013717,0.010586,0.009355,0.006602,0.002831,happiness
803,0.0218,0.025564,0.014526,0.013492,0.010685,0.008658,0.006715,0.002728,happiness
804,0.026624,0.029451,0.014362,0.014032,0.011059,0.008351,0.00748,0.002794,happiness
805,0.029657,0.027213,0.012107,0.013951,0.01011,0.007594,0.006769,0.002608,happiness
806,0.035711,0.026111,0.010527,0.012647,0.009399,0.006954,0.006472,0.002499,happiness
807,0.044911,0.041713,0.011409,0.014088,0.00992,0.006911,0.006086,0.002481,happiness
808,0.10623,0.040273,0.012432,0.012864,0.009095,0.006524,0.006037,0.002574,happiness
809,0.106503,0.040012,0.013786,0.012835,0.008439,0.006864,0.005491,0.002869,happiness
810,0.1062,0.040533,0.013591,0.010842,0.008588,0.007173,0.005026,0.002829,happiness
811,0.105811,0.040376,0.016256,0.012569,0.008513,0.00823,0.004933,0.00272,happiness
812,0.117608,0.042495,0.013783,0.013768,0.007378,0.007616,0.004558,0.002355,happiness
813,0.115711,0.041554,0.013766,0.014563,0.008398,0.009376,0.004379,0.002321,happiness
814,0.111963,0.03523,0.013621,0.013528,0.008104,0.01035,0.003365,0.002341,happiness
815,0.108207,0.039164,0.013976,0.01578,0.012121,0.011162,0.003608,0.002423,happiness
816,0.103456,0.039277,0.017436,0.019113,0.013141,0.012242,0.004155,0.002564,happiness
817,0.096533,0.024222,0.016234,0.017092,0.012275,0.011894,0.003981,0.002371,happiness
818,0.039439,0.023275,0.01957,0.017776,0.012498,0.012888,0.004405,0.002228,happiness
819,0.038324,0.024897,0.017135,0.018002,0.013812,0.013706,0.006374,0.003351,happiness
820,0.040056,0.031884,0.020479,0.018214,0.013654,0.013655,0.007057,0.003535,happiness
821,0.046236,0.030129,0.017796,0.01594,0.013303,0.012427,0.006242,0.003495,happiness
822,0.038959,0.028781,0.018034,0.014994,0.014295,0.01322,0.0063,0.003451,happiness
823,0.037936,0.030276,0.020787,0.016245,0.012555,0.011611,0.006441,0.003536,happiness
824,0.039742,0.03001,0.020437,0.017538,0.012839,0.010736,0.006386,0.003391,happiness
825,0.060049,0.035566,0.026826,0.023938,0.013529,0.01236,0.008623,0.00363,happiness
826,0.067615,0.041132,0.024412,0.02135,0.01357,0.011968,0.008655,0.003533,happiness
827,0.064032,0.041412,0.028328,0.02212,0.014026,0.012412,0.009265,0.003652,happiness
828,0.06039,0.040775,0.025036,0.020953,0.013719,0.010972,0.00887,0.003929,happiness
829,0.060665,0.040973,0.025292,0.021457,0.013952,0.009516,0.007118,0.002542,happiness
830,0.063427,0.033448,0.021835,0.021209,0.013577,0.009088,0.006051,0.002164,happiness
831,0.063303,0.038404,0.022249,0.021768,0.014316,0.009599,0.006817,0.002237,happiness
832,0.0666,0.047186,0.02186,0.021292,0.014135,0.009994,0.006952,0.00215,happiness
833,0.066673,0.047592,0.02135,0.020042,0.015365,0.010905,0.006751,0.001975,happiness
834,0.067747,0.04857,0.022904,0.019042,0.015349,0.012449,0.007605,0.002169,happiness
835,0.053734,0.040139,0.016568,0.010915,0.012244,0.011019,0.005567,0.001965,happiness
836,0.078196,0.038788,0.019525,0.012811,0.011777,0.011946,0.00546,0.00213,happiness
837,0.077947,0.036794,0.015114,0.013305,0.012366,0.011797,0.005361,0.002426,happiness
838,0.079509,0.036523,0.014577,0.014626,0.012477,0.011686,0.005709,0.002394,happiness
839,0.079,0.03577,0.014265,0.01416,0.011394,0.012356,0.006873,0.0025,happiness
840,0.076301,0.037637,0.014708,0.015208,0.012182,0.013093,0.007491,0.002839,happiness
841,0.073415,0.033976,0.01545,0.015507,0.013405,0.013813,0.006859,0.003326,happiness
842,0.071692,0.033409,0.019248,0.016466,0.013787,0.014439,0.006843,0.003821,happiness
843,0.0842,0.040232,0.018639,0.018354,0.013327,0.013923,0.007178,0.004326,happiness
844,0.117059,0.051294,0.018243,0.019032,0.013565,0.012722,0.006631,0.004283,happiness
845,0.116981,0.050764,0.019318,0.018491,0.012736,0.011926,0.006607,0.004152,happiness
846,0.121905,0.065651,0.019137,0.018352,0.012895,0.011489,0.007261,0.004649,happiness
847,0.260878,0.069964,0.020908,0.018868,0.011913,0.011563,0.006908,0.004539,happiness
848,0.306816,0.071726,0.02004,0.017661,0.011225,0.011464,0.006397,0.004343,happiness
849,0.489168,0.075868,0.019503,0.019502,0.011516,0.012098,0.005532,0.004485,happiness
850,0.497154,0.075809,0.019006,0.018471,0.010908,0.011213,0.004961,0.004145,happiness
851,0.49799,0.075418,0.017741,0.017361,0.009,0.009948,0.00481,0.003546,happiness
852,0.501624,0.072408,0.023842,0.015579,0.008955,0.008263,0.004951,0.00343,happiness
853,0.660418,0.084646,0.030526,0.014116,0.009905,0.011053,0.006209,0.003328,happiness
854,0.630852,0.074358,0.029677,0.012411,0.009332,0.010075,0.005688,0.003116,happiness
855,0.629106,0.075307,0.031897,0.012788,0.009401,0.010197,0.006487,0.003459,happiness
856,0.597655,0.058686,0.029061,0.010247,0.010871,0.010899,0.006929,0.003187,happiness
857,0.483745,0.061873,0.029539,0.010127,0.013428,0.012145,0.007269,0.00311,happiness
858,0.439512,0.063179,0.030772,0.009776,0.013942,0.012965,0.007434,0.003142,happiness
859,0.266029,0.058705,0.030464,0.007588,0.012588,0.011265,0.006916,0.002953,happiness
860,0.259902,0.060073,0.030989,0.008322,0.012497,0.011747,0.007074,0.003073,happiness
861,0.267034,0.074788,0.031602,0.00985,0.01407,0.011866,0.007575,0.003192,happiness
862,0.270138,0.073665,0.022078,0.009723,0.012778,0.011475,0.007125,0.002693,happiness
863,0.111378,0.060582,0.014627,0.009189,0.012108,0.008266,0.00558,0.002523,happiness
864,0.111387,0.059989,0.017779,0.009241,0.012088,0.009105,0.006118,0.002573,happiness
865,0.180969,0.059839,0.016818,0.010429,0.013103,0.010325,0.005372,0.002685,happiness
866,0.174929,0.060478,0.017498,0.012527,0.01203,0.008934,0.004579,0.002376,happiness
867,0.153989,0.054645,0.015231,0.01218,0.010268,0.007726,0.004364,0.002459,happiness
868,0.153347,0.06489,0.016892,0.016588,0.01116,0.008523,0.00485,0.002764,happiness
869,0.157587,0.065753,0.019806,0.016913,0.011748,0.010115,0.005634,0.003046,happiness
870,0.160878,0.069173,0.019091,0.016566,0.012565,0.010458,0.005962,0.003767,happiness
871,0.157667,0.053386,0.018923,0.0156,0.010843,0.010478,0.00565,0.003601,happiness
872,0.14476,0.054667,0.022016,0.017768,0.011663,0.011118,0.006132,0.00402,happiness
873,0.132475,0.050944,0.022905,0.017891,0.01128,0.01162,0.00654,0.003903,happiness
874,0.125157,0.050034,0.020757,0.019395,0.011776,0.012111,0.006413,0.003914,happiness
875,0.058714,0.056519,0.019076,0.017699,0.009944,0.011562,0.00618,0.003758,happiness
876,0.067443,0.066213,0.021688,0.019139,0.009967,0.013015,0.005876,0.003784,happiness
877,0.069274,0.066009,0.021963,0.018034,0.009074,0.012526,0.005735,0.003472,happiness
878,0.069097,0.054112,0.019769,0.013442,0.007811,0.010579,0.005014,0.002987,happiness
879,0.066996,0.052087,0.01816,0.012758,0.007368,0.009013,0.004144,0.002539,happiness
880,0.064516,0.05059,0.017882,0.013599,0.007773,0.010686,0.004155,0.001936,happiness
881,0.059621,0.054703,0.020447,0.014878,0.008794,0.013131,0.005383,0.002646,happiness
882,0.067558,0.049258,0.016883,0.01278,0.00844,0.012696,0.004969,0.002356,happiness
883,0.073743,0.046148,0.016273,0.012204,0.008403,0.012199,0.004746,0.002331,happiness
884,0.07596,0.045939,0.017412,0.011327,0.008318,0.011784,0.004623,0.002284,happiness
885,0.072215,0.054425,0.017721,0.013555,0.008969,0.011794,0.004521,0.002212,happiness
886,0.095539,0.04069,0.014983,0.010048,0.008054,0.009969,0.004109,0.00203,happiness
887,0.095423,0.039447,0.01497,0.010076,0.007869,0.009918,0.004029,0.002075,happiness
888,0.09459,0.048924,0.015245,0.011101,0.008285,0.01064,0.004217,0.00222,happiness
889,0.111783,0.050095,0.015875,0.011284,0.008441,0.010666,0.00424,0.002314,happiness
890,0.140496,0.047415,0.015995,0.010597,0.006978,0.008171,0.003831,0.002045,happiness
891,0.146269,0.04438,0.01345,0.008745,0.00608,0.005589,0.002421,0.001325,happiness
892,0.140719,0.046208,0.015024,0.008882,0.005804,0.005956,0.002588,0.001221,happiness
893,0.13957,0.044923,0.013422,0.008889,0.005833,0.005709,0.00216,0.001128,happiness
894,0.13954,0.049599,0.011787,0.008513,0.006332,0.005006,0.002108,0.001194,happiness
895,0.144668,0.041425,0.01232,0.006503,0.00611,0.00475,0.002344,0.00106,happiness
896,0.112487,0.043088,0.012846,0.006818,0.007253,0.005589,0.002506,0.00109,happiness
897,0.107537,0.046667,0.012786,0.008525,0.008814,0.006233,0.002732,0.001222,happiness
898,0.108341,0.043037,0.016091,0.008169,0.008552,0.00704,0.002829,0.001388,happiness
899,0.09386,0.043959,0.01451,0.008282,0.008391,0.007321,0.002836,0.001333,happiness
900,0.067615,0.04643,0.023071,0.010562,0.00947,0.008979,0.003162,0.001444,happiness
901,0.06124,0.046391,0.024146,0.011536,0.00992,0.009452,0.003557,0.001912,happiness
902,0.061787,0.046394,0.024404,0.01367,0.011808,0.009768,0.003511,0.002013,happiness
903,0.064442,0.05299,0.026309,0.016628,0.012999,0.01172,0.003969,0.002059,happiness
904,0.063341,0.047002,0.025978,0.016286,0.012486,0.01205,0.003811,0.002009,happiness
905,0.117892,0.039542,0.024217,0.017357,0.012299,0.011315,0.003589,0.001909,happiness
906,0.126676,0.03879,0.025883,0.01866,0.012052,0.010926,0.003773,0.002198,happiness
907,0.127303,0.038955,0.028078,0.017308,0.011637,0.010383,0.004066,0.002173,happiness
908,0.13025,0.033767,0.025118,0.01678,0.012636,0.009823,0.004019,0.002381,happiness
909,0.117241,0.035158,0.025573,0.016741,0.013525,0.010464,0.005255,0.002891,happiness
910,0.113566,0.031823,0.019311,0.015999,0.01318,0.010219,0.005782,0.002848,happiness
911,0.116387,0.032276,0.019908,0.018171,0.017357,0.011762,0.006157,0.002572,happiness
912,0.113002,0.031024,0.020293,0.016169,0.015798,0.011963,0.006526,0.002485,happiness
913,0.110296,0.028769,0.019287,0.014276,0.014482,0.010748,0.006677,0.002774,happiness
914,0.114295,0.032548,0.02022,0.015326,0.015292,0.010926,0.00763,0.003077,happiness
915,0.159664,0.044069,0.020083,0.014834,0.016251,0.014504,0.009355,0.004029,happiness
916,0.164794,0.043934,0.016456,0.01353,0.015247,0.014761,0.00904,0.003867,happiness
