,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,label
14900,0.828041,0.221886,0.066103,0.057299,0.030719,0.030491,0.050839,0.022368,plank
14901,0.858838,0.217106,0.061356,0.05793,0.041143,0.028357,0.040536,0.022115,plank
14902,0.745758,0.200786,0.070149,0.058094,0.040817,0.025245,0.038604,0.019571,plank
14903,0.743135,0.293041,0.068431,0.05684,0.044735,0.028052,0.041246,0.019946,plank
14904,0.851617,0.302182,0.066049,0.073425,0.051754,0.034466,0.043784,0.023764,plank
14905,1.017302,0.37579,0.066851,0.078808,0.057925,0.037384,0.042591,0.017375,plank
14906,0.918422,0.361694,0.072799,0.067651,0.062731,0.035204,0.044922,0.016669,plank
14907,0.943584,0.380996,0.071614,0.067656,0.064978,0.035891,0.04224,0.016603,plank
14908,1.075689,0.462998,0.078814,0.074564,0.068588,0.039135,0.048957,0.018069,plank
14909,1.100826,0.444102,0.073907,0.074107,0.069169,0.038829,0.048904,0.017941,plank
14910,1.109589,0.439134,0.065978,0.071022,0.068028,0.039465,0.046808,0.017426,plank
14911,0.850409,0.426025,0.065595,0.064545,0.05428,0.039319,0.041951,0.015705,plank
14912,0.981136,0.415208,0.055666,0.066067,0.056658,0.039714,0.044985,0.016385,plank
14913,0.989099,0.32696,0.053426,0.068178,0.055283,0.036979,0.04006,0.015883,plank
14914,1.055806,0.322789,0.093285,0.069909,0.061406,0.039094,0.04909,0.022902,plank
14915,1.03084,0.388175,0.120638,0.073407,0.06552,0.053794,0.07214,0.038009,plank
14916,1.135311,0.407822,0.163305,0.080219,0.10815,0.061318,0.077091,0.040073,plank
14917,1.083512,0.38058,0.162083,0.078797,0.104304,0.060141,0.075998,0.039432,plank
14918,1.00364,0.308621,0.15524,0.074358,0.102496,0.058336,0.070507,0.038126,plank
14919,0.913969,0.292892,0.14841,0.073329,0.100874,0.057122,0.069633,0.037536,plank
14920,0.931596,0.302256,0.155507,0.073946,0.103839,0.060649,0.071767,0.038803,plank
14921,0.954203,0.289525,0.150709,0.073887,0.104979,0.058938,0.07064,0.03846,plank
14922,0.893172,0.283833,0.14879,0.075944,0.106568,0.059103,0.069091,0.040674,plank
14923,1.005904,0.333396,0.16491,0.096587,0.114636,0.065776,0.077157,0.045835,plank
14924,0.866827,0.374899,0.134321,0.082602,0.103057,0.061731,0.063958,0.034889,plank
14925,0.780896,0.228757,0.108077,0.06884,0.08548,0.041907,0.036678,0.019299,plank
14926,0.690619,0.208006,0.056072,0.064829,0.036338,0.035054,0.030783,0.017602,plank
14927,0.787091,0.218807,0.061362,0.068546,0.040171,0.037054,0.034553,0.018097,plank
14928,0.803281,0.219411,0.073141,0.069008,0.03915,0.036813,0.033811,0.019106,plank
14929,0.870347,0.220344,0.073575,0.071251,0.04001,0.037732,0.03436,0.01982,plank
14930,0.876152,0.213074,0.066851,0.071927,0.036222,0.033397,0.032448,0.018312,plank
14931,0.908776,0.229446,0.071165,0.07085,0.0355,0.039206,0.033115,0.018615,plank
14932,0.927951,0.350374,0.084201,0.080162,0.040893,0.05858,0.048054,0.020345,plank
14933,0.821276,0.303623,0.090934,0.058433,0.032303,0.054855,0.04203,0.015908,plank
14934,0.796924,0.247385,0.078378,0.056204,0.025521,0.05104,0.041395,0.014774,plank
14935,0.774426,0.277727,0.074284,0.056255,0.026183,0.047777,0.038816,0.014728,plank
14936,0.765301,0.268485,0.076866,0.049638,0.026187,0.045839,0.037557,0.014376,plank
14937,0.869728,0.316847,0.084579,0.070284,0.028393,0.052914,0.054395,0.015484,plank
14938,0.804177,0.31027,0.07429,0.072049,0.029687,0.052663,0.058177,0.015582,plank
14939,0.742368,0.332811,0.074632,0.072152,0.030314,0.053137,0.059339,0.015688,plank
14940,0.711899,0.332866,0.074282,0.072903,0.029626,0.052785,0.059205,0.015709,plank
14941,0.687996,0.343604,0.070577,0.073954,0.030639,0.048566,0.059101,0.016445,plank
14942,0.62254,0.240964,0.057395,0.059212,0.022757,0.02894,0.04591,0.012887,plank
14943,0.570426,0.240594,0.044304,0.05762,0.021592,0.024782,0.043464,0.011934,plank
14944,0.570581,0.367117,0.053252,0.069502,0.035237,0.026943,0.054405,0.014834,plank
14945,0.613549,0.394236,0.102552,0.085108,0.041822,0.033695,0.068987,0.016819,plank
14946,0.646104,0.455847,0.132706,0.084959,0.080454,0.041897,0.074217,0.021704,plank
14947,0.588427,0.483649,0.143649,0.083732,0.090963,0.06725,0.086513,0.025963,plank
14948,0.67822,0.506804,0.14621,0.084989,0.090509,0.069125,0.085916,0.027487,plank
14949,0.72704,0.483304,0.145211,0.084176,0.089783,0.068836,0.085196,0.027531,plank
14950,1.018075,0.551378,0.177562,0.164238,0.096095,0.087379,0.093056,0.035917,plank
14951,1.026722,0.524372,0.177529,0.16601,0.096154,0.087662,0.092502,0.034837,plank
14952,1.177951,0.513639,0.184437,0.197545,0.106313,0.100715,0.099645,0.042747,plank
14953,1.162172,0.505184,0.173918,0.193748,0.105884,0.100067,0.098501,0.042674,plank
14954,1.133107,0.375976,0.16681,0.17871,0.092834,0.097149,0.087054,0.039722,plank
14955,1.097538,0.406604,0.128999,0.176217,0.124338,0.103588,0.083919,0.042366,plank
14956,1.065758,0.372767,0.094038,0.175629,0.087438,0.094357,0.078472,0.038616,plank
14957,0.988313,0.312719,0.074087,0.151989,0.073248,0.060562,0.047686,0.032917,plank
14958,1.116774,0.299234,0.086882,0.156941,0.077632,0.063879,0.04921,0.034289,plank
14959,1.196245,0.361123,0.088136,0.16055,0.080697,0.067417,0.054681,0.038581,plank
14960,0.920214,0.299997,0.056714,0.081989,0.077305,0.049694,0.047398,0.030491,plank
14961,0.984549,0.295667,0.055214,0.079556,0.075043,0.047695,0.047104,0.029779,plank
14962,0.953017,0.313622,0.050676,0.048862,0.064669,0.037925,0.038897,0.026569,plank
14963,0.996949,0.415063,0.065929,0.079901,0.073364,0.056175,0.056222,0.030455,plank
14964,1.125504,0.472334,0.085309,0.095464,0.097996,0.060831,0.063937,0.036919,plank
14965,1.123885,0.381845,0.07184,0.085179,0.063291,0.049382,0.052538,0.031552,plank
14966,1.104611,0.354614,0.076521,0.085229,0.061929,0.049873,0.051615,0.030336,plank
14967,1.161864,0.333123,0.080175,0.090636,0.063858,0.051178,0.055199,0.031682,plank
14968,1.019838,0.36178,0.071779,0.08365,0.064218,0.051873,0.0525,0.028564,plank
14969,0.943711,0.308293,0.079552,0.085613,0.072481,0.050694,0.050209,0.027797,plank
14970,0.993752,0.313984,0.082839,0.086669,0.07474,0.052426,0.053706,0.029403,plank
14971,0.892131,0.31833,0.082696,0.088799,0.076135,0.053102,0.053752,0.029895,plank
14972,0.748779,0.293793,0.080242,0.086043,0.074222,0.049318,0.051522,0.024594,plank
14973,0.725048,0.202867,0.070153,0.059093,0.066742,0.032648,0.040331,0.021512,plank
14974,0.62316,0.156911,0.051611,0.048119,0.043784,0.027925,0.034729,0.017297,plank
14975,0.585606,0.154594,0.056421,0.050232,0.040056,0.025704,0.036106,0.017918,plank
14976,0.719415,0.192988,0.059797,0.057133,0.052888,0.037484,0.038191,0.019177,plank
14977,0.595019,0.194502,0.054932,0.054154,0.048644,0.036013,0.033776,0.017579,plank
14978,0.556447,0.159249,0.050761,0.052484,0.042433,0.030403,0.032872,0.016762,plank
14979,0.557985,0.179399,0.054099,0.04799,0.033268,0.031008,0.035444,0.014115,plank
14980,0.603654,0.200237,0.054875,0.04731,0.031625,0.032815,0.038686,0.01294,plank
14981,0.619696,0.195164,0.055332,0.04519,0.029966,0.032366,0.038398,0.012428,plank
14982,0.613868,0.193596,0.053463,0.044761,0.029564,0.031701,0.037595,0.011868,plank
14983,0.604699,0.182144,0.053758,0.042638,0.028706,0.030727,0.031977,0.011392,plank
14984,0.647298,0.217744,0.051104,0.05265,0.037193,0.037717,0.033281,0.013135,plank
14985,0.68957,0.304724,0.061792,0.047722,0.04059,0.03958,0.031338,0.012586,plank
14986,0.542018,0.265894,0.06751,0.042583,0.027402,0.030595,0.029259,0.011236,plank
14987,0.531013,0.26016,0.065347,0.039601,0.02679,0.02945,0.028004,0.010999,plank
14988,0.51051,0.273503,0.069986,0.040961,0.02934,0.030063,0.027927,0.011647,plank
14989,0.553586,0.28398,0.058789,0.04119,0.029821,0.027973,0.025198,0.011571,plank
14990,0.537153,0.253668,0.057374,0.038531,0.026909,0.026911,0.018526,0.012845,plank
14991,0.685164,0.318508,0.070555,0.043585,0.030865,0.02994,0.02287,0.015179,plank
14992,0.762987,0.441511,0.095747,0.074494,0.055879,0.049094,0.039657,0.021785,plank
14993,0.834458,0.563329,0.096929,0.099273,0.111177,0.058613,0.068237,0.026489,plank
14994,0.909992,0.594982,0.102253,0.099425,0.129904,0.063138,0.076519,0.02613,plank
14995,1.088045,0.502732,0.08661,0.096606,0.125275,0.061291,0.076521,0.025904,plank
14996,1.18226,0.518133,0.07303,0.094401,0.125084,0.057241,0.076155,0.025078,plank
14997,1.201701,0.521673,0.073488,0.095593,0.126009,0.058399,0.076564,0.025749,plank
14998,1.251289,0.508274,0.065998,0.092697,0.125658,0.057568,0.076397,0.025734,plank
14999,1.269673,0.593687,0.086814,0.114597,0.138075,0.06281,0.080619,0.041517,plank
15000,1.253278,0.619895,0.1068,0.147483,0.139588,0.067178,0.085333,0.04619,plank
15001,1.091964,0.558715,0.098109,0.143794,0.137867,0.064698,0.083205,0.044907,plank
15002,1.003214,0.440112,0.0752,0.115255,0.113754,0.0463,0.069099,0.039754,plank
15003,0.915288,0.317773,0.070257,0.089353,0.059407,0.036949,0.040462,0.035764,plank
15004,0.82307,0.229837,0.065712,0.075654,0.039972,0.028692,0.031429,0.033591,plank
15005,0.587447,0.227793,0.065316,0.076182,0.040429,0.028494,0.031283,0.033252,plank
15006,0.475998,0.209542,0.064122,0.077561,0.040721,0.028299,0.02986,0.033209,plank
15007,0.507065,0.208334,0.077128,0.082247,0.048584,0.031293,0.032316,0.034489,plank
15008,0.445941,0.211057,0.077818,0.085141,0.047353,0.033797,0.033461,0.034163,plank
15009,0.37837,0.094932,0.061745,0.0652,0.036448,0.029594,0.026963,0.018503,plank
15010,0.357427,0.066874,0.043758,0.03347,0.03842,0.024041,0.025587,0.012809,plank
15011,0.498175,0.212549,0.121813,0.085872,0.048928,0.034118,0.049544,0.016003,plank
15012,0.560844,0.256373,0.123958,0.086194,0.05115,0.034828,0.049162,0.016498,plank
15013,0.656359,0.299195,0.161697,0.086458,0.059727,0.041072,0.053191,0.0192,plank
15014,0.671577,0.320419,0.160595,0.08746,0.050048,0.038279,0.051374,0.018402,plank
15015,0.724824,0.376381,0.1706,0.099903,0.05133,0.039645,0.057513,0.019667,plank
15016,0.759605,0.381008,0.17632,0.097301,0.053766,0.042617,0.058026,0.019947,plank
15017,0.776938,0.416977,0.16435,0.093396,0.048655,0.040497,0.059554,0.018979,plank
15018,0.790138,0.414463,0.162888,0.091073,0.051005,0.039124,0.061861,0.019663,plank
15019,0.772887,0.419476,0.176485,0.097819,0.054707,0.039303,0.066112,0.019335,plank
15020,0.747143,0.44086,0.174616,0.112346,0.056879,0.043239,0.064439,0.021052,plank
15021,0.686497,0.327531,0.093558,0.066274,0.056856,0.038592,0.040038,0.020754,plank
15022,0.689892,0.281966,0.097934,0.070926,0.055875,0.039668,0.041044,0.02462,plank
15023,0.781878,0.252967,0.061285,0.071214,0.05708,0.035462,0.038246,0.023254,plank
15024,0.765044,0.232705,0.06796,0.06873,0.062351,0.036982,0.040084,0.024841,plank
15025,0.724728,0.181774,0.059134,0.055558,0.061295,0.036074,0.034844,0.024006,plank
15026,0.772072,0.240062,0.058673,0.065771,0.068039,0.041718,0.039556,0.028134,plank
15027,0.836485,0.231454,0.085085,0.070694,0.072448,0.05119,0.054266,0.032825,plank
15028,0.826079,0.274858,0.104257,0.087296,0.082144,0.05476,0.058693,0.036356,plank
15029,0.854915,0.407861,0.090799,0.097257,0.092963,0.064083,0.061192,0.041789,plank
15030,0.972812,0.524358,0.12282,0.100015,0.092871,0.065342,0.067467,0.043674,plank
15031,0.929887,0.508375,0.146393,0.095138,0.097585,0.061387,0.067879,0.044955,plank
15032,0.864174,0.509018,0.141451,0.088205,0.096336,0.060084,0.066626,0.039849,plank
15033,0.733213,0.494428,0.138712,0.088369,0.086401,0.059617,0.070778,0.03982,plank
15034,0.70558,0.518789,0.138162,0.099305,0.085678,0.071827,0.073401,0.04137,plank
15035,0.701369,0.512222,0.138835,0.099359,0.085097,0.071221,0.072663,0.041196,plank
15036,0.730266,0.464814,0.152329,0.099774,0.081953,0.065823,0.071032,0.039081,plank
15037,0.606247,0.442081,0.126633,0.095141,0.075256,0.054424,0.052586,0.034001,plank
15038,0.668564,0.418251,0.112097,0.080096,0.067139,0.053934,0.047666,0.033366,plank
15039,0.66136,0.4153,0.11451,0.104768,0.056785,0.051044,0.055549,0.036855,plank
15040,0.671636,0.347617,0.091207,0.12057,0.055442,0.05519,0.056194,0.043809,plank
15041,0.797982,0.337577,0.075759,0.119704,0.04149,0.055371,0.057236,0.040084,plank
15042,0.891088,0.39339,0.135297,0.133427,0.062404,0.068464,0.079718,0.043147,plank
15043,0.959011,0.408694,0.137769,0.135694,0.064185,0.068201,0.076337,0.04386,plank
15044,0.961551,0.393788,0.134464,0.124604,0.069724,0.057186,0.077668,0.042271,plank
15045,1.028487,0.431536,0.138672,0.13354,0.085251,0.061393,0.080594,0.045179,plank
15046,1.007415,0.426676,0.126269,0.129958,0.081721,0.058831,0.077744,0.043373,plank
15047,1.02807,0.477151,0.133973,0.130216,0.084475,0.064951,0.088433,0.047148,plank
15048,1.052136,0.521457,0.191415,0.177974,0.100128,0.071524,0.093004,0.070304,plank
15049,1.179456,0.50927,0.186993,0.144617,0.107365,0.069136,0.088214,0.075954,plank
15050,1.026255,0.465751,0.177507,0.108413,0.10337,0.058909,0.080249,0.064707,plank
15051,0.955489,0.493213,0.200617,0.126088,0.115271,0.065244,0.086467,0.065541,plank
15052,0.944313,0.449228,0.140568,0.116426,0.094202,0.054595,0.062917,0.063033,plank
15053,0.900073,0.450287,0.150239,0.117586,0.093197,0.054111,0.062276,0.061832,plank
15054,0.904187,0.501286,0.155094,0.128147,0.089574,0.057273,0.058214,0.062094,plank
15055,0.896898,0.52567,0.163926,0.157705,0.076496,0.064628,0.067467,0.065372,plank
15056,0.79862,0.514914,0.157592,0.150061,0.073911,0.064201,0.068108,0.064992,plank
15057,0.820466,0.4705,0.152436,0.151701,0.070765,0.062141,0.061277,0.060888,plank
15058,0.736025,0.403977,0.093578,0.102816,0.051223,0.051391,0.053295,0.034343,plank
15059,0.654786,0.291735,0.092008,0.094235,0.044455,0.048734,0.045946,0.021469,plank
15060,0.654837,0.263772,0.091082,0.094777,0.043724,0.047874,0.044678,0.021185,plank
15061,0.640273,0.228388,0.060493,0.076597,0.028789,0.039286,0.03563,0.019259,plank
15062,0.627471,0.215002,0.057315,0.074523,0.02842,0.035939,0.035262,0.018425,plank
15063,0.578928,0.207012,0.050296,0.083752,0.029476,0.035638,0.034223,0.018322,plank
15064,0.638173,0.331954,0.081318,0.084769,0.028341,0.036425,0.039708,0.019135,plank
15065,0.645495,0.285722,0.070738,0.050272,0.028874,0.02831,0.033828,0.014403,plank
15066,0.655661,0.288607,0.071408,0.050745,0.028231,0.027771,0.032315,0.014165,plank
15067,0.731216,0.285762,0.071747,0.066547,0.032425,0.030735,0.030453,0.015016,plank
15068,0.760655,0.296838,0.068029,0.066609,0.033025,0.03137,0.032436,0.015371,plank
15069,0.736292,0.296369,0.068697,0.06815,0.027079,0.028846,0.030605,0.013734,plank
15070,0.724311,0.305224,0.067491,0.068734,0.032054,0.029368,0.031379,0.014269,plank
15071,0.772488,0.317451,0.065994,0.082746,0.033521,0.034382,0.033862,0.01601,plank
15072,0.797856,0.333434,0.067926,0.089426,0.047806,0.041913,0.042127,0.018322,plank
15073,0.861509,0.353391,0.070377,0.086548,0.048794,0.042901,0.043821,0.019345,plank
15074,0.813208,0.19534,0.051261,0.078938,0.074595,0.05944,0.050928,0.020767,plank
15075,0.793946,0.203531,0.047713,0.081848,0.080422,0.067502,0.062472,0.020621,plank
15076,0.811031,0.231695,0.048642,0.089317,0.081423,0.069603,0.065508,0.023048,plank
15077,0.709488,0.257456,0.061488,0.076537,0.098032,0.067777,0.066314,0.025427,plank
15078,0.732908,0.248281,0.070773,0.083959,0.10006,0.06929,0.073835,0.025765,plank
15079,0.66636,0.235062,0.072604,0.079908,0.097397,0.068788,0.073006,0.024603,plank
15080,0.756201,0.243701,0.078974,0.08296,0.107055,0.072184,0.07409,0.025461,plank
15081,0.935331,0.416748,0.10055,0.093969,0.118794,0.073829,0.08752,0.02505,plank
15082,0.853842,0.412659,0.101242,0.089803,0.106359,0.069357,0.080509,0.023438,plank
15083,0.766864,0.383779,0.093257,0.079592,0.102009,0.067261,0.078385,0.020477,plank
15084,0.771942,0.405754,0.104867,0.07632,0.096843,0.05207,0.068594,0.019833,plank
15085,0.877811,0.450114,0.134263,0.082163,0.106182,0.046062,0.058441,0.020435,plank
15086,0.868936,0.423554,0.139709,0.078925,0.107777,0.047696,0.057378,0.01891,plank
15087,0.900172,0.534875,0.138544,0.100771,0.09669,0.05607,0.062325,0.01902,plank
15088,1.075089,0.56376,0.174537,0.102087,0.096619,0.060302,0.064521,0.024096,plank
15089,1.106009,0.567526,0.176045,0.111134,0.098363,0.060575,0.066767,0.024827,plank
15090,1.047499,0.74039,0.323881,0.26735,0.107332,0.109338,0.099259,0.029179,plank
15091,0.825147,0.609101,0.312842,0.245256,0.114288,0.110016,0.095709,0.032115,plank
15092,0.945354,0.696975,0.354762,0.249816,0.122139,0.11255,0.099494,0.032828,plank
15093,0.954789,0.696742,0.354964,0.249068,0.121939,0.112585,0.099459,0.032774,plank
15094,0.916524,0.667898,0.327544,0.248423,0.09782,0.106517,0.094965,0.028776,plank
15095,0.93175,0.723719,0.329001,0.246409,0.08668,0.122515,0.092198,0.03123,plank
15096,0.973977,0.730329,0.341483,0.258925,0.090608,0.122606,0.092782,0.032693,plank
15097,1.02995,0.595734,0.331368,0.232871,0.082553,0.110501,0.088464,0.033043,plank
15098,0.951303,0.567851,0.291134,0.225758,0.08675,0.106122,0.07863,0.028407,plank
15099,0.902866,0.557253,0.284483,0.214839,0.083923,0.104179,0.074656,0.027286,plank
15100,0.852712,0.361975,0.129326,0.05408,0.059911,0.050589,0.039358,0.021281,plank
15101,0.760346,0.304146,0.117062,0.049031,0.039025,0.042635,0.026155,0.016532,plank
15102,0.620139,0.199889,0.072261,0.039465,0.028775,0.036469,0.020437,0.01462,plank
15103,0.776202,0.102846,0.03708,0.022001,0.012227,0.01458,0.014308,0.004344,relax
15104,0.880853,0.106838,0.038867,0.023926,0.013124,0.015103,0.014873,0.004716,relax
15105,0.974161,0.11269,0.042731,0.026782,0.014742,0.016854,0.016831,0.005027,relax
15106,1.041104,0.121154,0.044762,0.029657,0.019221,0.023333,0.017218,0.005145,relax
15107,1.075769,0.127252,0.046349,0.03155,0.022108,0.027169,0.019596,0.006398,relax
15108,1.125519,0.164849,0.049066,0.038672,0.027153,0.031998,0.02589,0.012073,relax
15109,0.997918,0.158252,0.045428,0.038465,0.0292,0.032883,0.024836,0.011782,relax
15110,0.753902,0.154917,0.045128,0.037259,0.027985,0.031849,0.024153,0.011461,relax
15111,0.820888,0.144238,0.028517,0.029299,0.025587,0.028088,0.020364,0.0103,relax
15112,0.802399,0.120951,0.035852,0.043837,0.029935,0.031199,0.019353,0.010604,relax
15113,0.763584,0.111824,0.034806,0.040239,0.027974,0.029739,0.014713,0.010252,relax
15114,0.783284,0.153483,0.052741,0.056091,0.04959,0.044315,0.023414,0.012806,relax
15115,0.795972,0.292655,0.129484,0.086538,0.099619,0.084891,0.032897,0.01607,relax
15116,0.739759,0.284945,0.129223,0.084279,0.096143,0.079587,0.033293,0.016231,relax
15117,0.846118,0.418274,0.141505,0.089522,0.105548,0.081136,0.033508,0.016754,relax
15118,0.936309,0.384167,0.139866,0.083948,0.107083,0.081362,0.027826,0.011139,relax
15119,1.054347,0.396652,0.173008,0.087305,0.109806,0.083562,0.030946,0.014334,relax
15120,1.394869,0.442419,0.180576,0.094916,0.114236,0.087809,0.034413,0.015915,relax
15121,1.454286,0.46978,0.192073,0.105795,0.150885,0.09512,0.043417,0.01872,relax
15122,1.366652,0.458902,0.181178,0.088446,0.142683,0.089128,0.041491,0.017367,relax
15123,1.307564,0.454598,0.180333,0.087258,0.141762,0.087843,0.041383,0.01707,relax
15124,1.299433,0.414095,0.165084,0.075415,0.123752,0.076847,0.034106,0.016683,relax
15125,1.231886,0.270968,0.085082,0.04244,0.072303,0.034736,0.022726,0.013142,relax
15126,1.365341,0.274226,0.086508,0.043391,0.072351,0.035239,0.022307,0.013,relax
15127,1.23979,0.135437,0.072778,0.036797,0.060237,0.029908,0.01975,0.01125,relax
15128,1.107802,0.151675,0.074499,0.038368,0.056517,0.026765,0.019911,0.011592,relax
15129,0.978472,0.135895,0.040072,0.032788,0.052023,0.023097,0.016734,0.008268,relax
15130,0.669408,0.091332,0.032736,0.025207,0.047678,0.018906,0.013277,0.006687,relax
15131,0.551278,0.041922,0.015174,0.013908,0.010674,0.009293,0.003874,0.003362,relax
15132,0.588727,0.070509,0.029836,0.022285,0.026264,0.025302,0.008206,0.005836,relax
15133,0.637185,0.088666,0.03486,0.035524,0.060308,0.041587,0.024595,0.008292,relax
15134,0.562469,0.087877,0.030595,0.029869,0.056622,0.038387,0.02282,0.005808,relax
15135,0.600811,0.099427,0.045439,0.030672,0.05892,0.04278,0.024036,0.006077,relax
15136,0.504808,0.100813,0.048815,0.03484,0.059418,0.044239,0.024454,0.00645,relax
15137,0.644779,0.108611,0.050411,0.038099,0.061292,0.047454,0.025167,0.006769,relax
15138,0.691022,0.09731,0.050153,0.036077,0.061575,0.046138,0.024628,0.00642,relax
15139,0.678973,0.095745,0.049365,0.035969,0.060911,0.045712,0.024632,0.006413,relax
15140,0.656218,0.105214,0.050014,0.036938,0.062034,0.046874,0.025079,0.006653,relax
15141,0.668135,0.112428,0.050792,0.038074,0.063576,0.051183,0.027281,0.008353,relax
15142,0.617716,0.092087,0.0394,0.030871,0.050252,0.0365,0.025085,0.007383,relax
15143,0.517193,0.073669,0.034323,0.017848,0.016225,0.020392,0.008689,0.005064,relax
15144,0.530189,0.072469,0.034408,0.018118,0.017962,0.022304,0.009091,0.007434,relax
15145,0.468045,0.063227,0.022984,0.017747,0.01657,0.020385,0.008301,0.00781,relax
15146,0.444139,0.069388,0.017142,0.0127,0.018228,0.01918,0.009838,0.007925,relax
15147,0.290881,0.068952,0.01558,0.010171,0.018422,0.018597,0.010622,0.007992,relax
15148,0.252448,0.068224,0.014421,0.01146,0.016814,0.020181,0.01199,0.008432,relax
15149,0.205955,0.06673,0.014271,0.012041,0.018562,0.02227,0.013454,0.009216,relax
15150,0.231335,0.065692,0.014175,0.013616,0.019614,0.022547,0.014504,0.009407,relax
15151,0.170471,0.059053,0.013952,0.012204,0.018695,0.01884,0.012607,0.007783,relax
15152,0.248308,0.065903,0.011546,0.014426,0.019925,0.021232,0.011137,0.006408,relax
15153,0.363866,0.072168,0.010783,0.01536,0.022722,0.024092,0.011308,0.006709,relax
15154,0.315788,0.069503,0.010615,0.014975,0.020257,0.021428,0.010753,0.004312,relax
15155,0.315732,0.066144,0.007103,0.014683,0.019564,0.019803,0.010954,0.003718,relax
15156,0.305356,0.055806,0.007303,0.014174,0.016956,0.018311,0.008957,0.003321,relax
15157,0.313784,0.04996,0.007891,0.01356,0.015338,0.016178,0.008118,0.003114,relax
15158,0.41648,0.053006,0.009303,0.012959,0.015552,0.015373,0.010114,0.003446,relax
15159,0.414869,0.05321,0.009719,0.012143,0.013708,0.013512,0.009089,0.002683,relax
15160,0.391017,0.045779,0.011523,0.009988,0.013047,0.012815,0.010143,0.003469,relax
15161,0.445152,0.052375,0.012914,0.010562,0.013685,0.018101,0.01109,0.004174,relax
15162,0.373683,0.043145,0.014003,0.009,0.012586,0.017554,0.012544,0.004295,relax
15163,0.257411,0.039709,0.017532,0.007995,0.01132,0.017053,0.013531,0.006032,relax
15164,0.275344,0.060083,0.024334,0.012767,0.012721,0.020512,0.014932,0.00724,relax
15165,0.330325,0.062494,0.026553,0.014049,0.013041,0.021904,0.015579,0.007783,relax
15166,0.364329,0.070332,0.027943,0.015222,0.012949,0.024436,0.016799,0.00839,relax
15167,0.360539,0.074701,0.028813,0.014927,0.015183,0.026726,0.017557,0.009249,relax
15168,0.248311,0.066264,0.026705,0.014522,0.014724,0.028913,0.015973,0.009207,relax
15169,0.266715,0.067021,0.025967,0.017693,0.017175,0.030486,0.016785,0.009469,relax
15170,0.262221,0.071411,0.02529,0.019122,0.019078,0.032368,0.015959,0.008995,relax
15171,0.209306,0.073837,0.025258,0.020099,0.018787,0.028084,0.016682,0.00882,relax
15172,0.202345,0.073911,0.024006,0.022598,0.016667,0.026471,0.017845,0.008794,relax
15173,0.206286,0.075281,0.021653,0.023108,0.017692,0.025447,0.0173,0.00765,relax
15174,0.185918,0.058705,0.017588,0.020007,0.01752,0.025491,0.017122,0.006776,relax
15175,0.130981,0.069741,0.017761,0.022311,0.018342,0.024745,0.016874,0.00657,relax
15176,0.088842,0.061521,0.016573,0.021991,0.018712,0.022348,0.015557,0.005994,relax
15177,0.087701,0.056703,0.015476,0.022163,0.016187,0.019867,0.014575,0.00503,relax
15178,0.083879,0.059064,0.014957,0.023866,0.017736,0.020848,0.014421,0.005619,relax
15179,0.063061,0.061088,0.016877,0.022329,0.016414,0.021579,0.014035,0.005805,relax
15180,0.102451,0.055493,0.016574,0.020785,0.015769,0.022275,0.013633,0.005736,relax
15181,0.094149,0.049594,0.0143,0.022367,0.015848,0.023746,0.012606,0.005842,relax
15182,0.097221,0.044258,0.014219,0.020022,0.016759,0.023631,0.012904,0.006436,relax
15183,0.226314,0.0444,0.014145,0.020922,0.017414,0.023408,0.013155,0.005813,relax
15184,0.245883,0.055314,0.012853,0.020621,0.017382,0.021625,0.012733,0.005778,relax
15185,0.272997,0.050376,0.011527,0.018826,0.018719,0.023251,0.013038,0.00694,relax
15186,0.320431,0.054699,0.011386,0.018989,0.018799,0.024529,0.01422,0.007307,relax
15187,0.325103,0.060625,0.011531,0.019047,0.020581,0.026522,0.01508,0.007734,relax
15188,0.485468,0.068878,0.026701,0.027115,0.020658,0.023037,0.0135,0.006692,relax
15189,0.545159,0.066678,0.02492,0.025687,0.019269,0.020537,0.012504,0.006194,relax
15190,0.582802,0.066734,0.023432,0.02541,0.016794,0.017583,0.011255,0.005556,relax
15191,0.595732,0.066123,0.025898,0.023007,0.016168,0.015722,0.010714,0.004902,relax
15192,0.694263,0.06846,0.025253,0.020929,0.015629,0.014945,0.007296,0.004055,relax
15193,0.59229,0.063443,0.023926,0.019295,0.012247,0.01345,0.00605,0.003584,relax
15194,0.585059,0.053099,0.02418,0.019829,0.011523,0.011784,0.005484,0.003292,relax
15195,0.651842,0.102641,0.032931,0.03072,0.018868,0.011057,0.006332,0.00376,relax
15196,0.633783,0.097784,0.031975,0.02968,0.018011,0.009312,0.004954,0.003141,relax
15197,0.666431,0.106758,0.032139,0.031011,0.017145,0.00909,0.004975,0.003198,relax
15198,0.514862,0.098033,0.018173,0.021981,0.015067,0.011925,0.006908,0.003267,relax
15199,0.46023,0.100174,0.02323,0.025101,0.01687,0.013877,0.008036,0.003866,relax
15200,0.496821,0.127218,0.024363,0.029284,0.017575,0.015327,0.009579,0.004139,relax
15201,0.501488,0.12737,0.021857,0.029153,0.017577,0.014252,0.009767,0.004247,relax
15202,0.425806,0.126498,0.022679,0.031091,0.019265,0.015683,0.013674,0.004781,relax
